Hid,State,City,Category,Alcohol,Hotel Name,Address,Start Date,Expiry Date,Total Rooms
1040,Delhi,New Delhi,5 Star,With Alcohol,THE LODHI UNIT OF LODHI PROPERTY COMPANY LIMITED,"LODHI ROAD, NEW DELHI",9/6/2019,8/6/2024,68
1041,Delhi,New Delhi,5 Star,With Alcohol,The Metropolitan Hotel,"Bangla Sahib Road,",1/4/2022,31/03/2027,178
1042,Delhi,New Delhi,5 Star,With Alcohol,The Park New Delhi,"The Park Hotel 15 Parliament street, connaught place sales office",24/08/2018,23/08/2023,220
1043,Goa,Arpora,5 Star,With Alcohol,"Park Regis - IAPL Group Pvt Ltd., - Hospitality Division","Sanquadi Chim Bata, 157-1, Arpora Village, Bardez Taluka, North Goa.",19/08/2019,18/08/2024,96
1044,Goa,Arpora,5 Star,With Alcohol,RESORT RIO,"SURVEY NO 145-1, TAMBUDKI AROPRA BARDEZ GOA. ",25/07/2022,24/07/2027,82
1045,Goa,Bardez,5 Star,With Alcohol,"The Indian Hotels Co Ltd. Unit: Taj Holiday Village Resort and Spa, Goa","Dando, Candolim, Bardez, ",31/08/2020,30/08/2025,142
1046,Goa,Bardez,5 Star,With Alcohol,W GOA UNIT OF DIANA BUILDWELL PRIVATE LIMITED,"VAGATOR BEACH, VAGATOR, ANJUNA, BARDEZ, GOA",3/12/2018,2/12/2023,110
1047,Goa,Canacona,5 Star,With Alcohol,The Lalit Golf and Spa Resort Goa,"Bharat Hotels Limited, Rajbaga Canacona Goa",8/3/2020,7/3/2025,255
1048,Goa,Candolim,5 Star,With Alcohol,Novotel Goa Candolim,Survey No 179 - 1 Anna Waddo Candolim Bardez Goa,30/09/2022,29/09/2027,149
1049,Goa,Candolim,5 Star,With Alcohol,Novotel Goa Resort and Spa,"Survey No 200 - 8 Pinto Wadoo Bardez off main candolim road , Candolim",30/09/2022,29/09/2027,121
1050,Goa,Candolim,5 Star,With Alcohol,"The Indian Hotels Company Limited: Unit: Taj Fort Aguada Resort Spa, Goa","Sinquerim, Candolim, Bardez, Goa 403515",18/05/2020,17/05/2025,143
1051,Goa,Cansaulim,5 Star,With Alcohol,ITC Grand Goa Resort Spa,"263C Arossim Beach, Cansaulim, Goa Cansaulim Cansaulim",15/05/2022,14/05/2027,246
1052,Goa,Panaji*,5 Star,With Alcohol,GOA MARRIOTT RESORT,"POST BOX. NO. 64, MIRAMAR, PANAJI, 403001. Panaji*",2/1/2023,1/1/2028,190
1053,Goa,Panaji*,5 Star,With Alcohol,Hotel Cidade de Goa (Unit of Fomento Resorts and Hotels Ltd) ,"Vainguinim Beach , Goa ",25/07/2022,24/07/2027,207
1054,Goa,Panaji*,5 Star,With Alcohol,Taj Hotel and Convention centre Goa (Unit of Fomento Resorts and Hotels Limited),"Survey no 246-1, Vainguinim Plateau , Donapaula",25/07/2022,24/07/2027,299
1055,Goa,Panaji*,5 Star,With Alcohol,"Vivanta by Taj, Panaji, goa","Off D.B Bandodkar Road, St. Inez Junction",25/07/2022,24/07/2027,172
1056,Goa,Salcete,5 Star,With Alcohol,Caravela Beach Resort,"Varca Beach, Salcete, Goa â€“ 403 721, India ",11/12/2018,10/12/2023,199
1057,Goa,Salcete,5 Star,With Alcohol,PLANET HOLLYWOOD BEACH RESORT GOA,HNO 30-3 ASCONA WADDO UTORDA,30/11/2022,29/11/2027,115
1058,Goa,Salcete,5 Star,With Alcohol,The St. Regis Goa,"Mobor, Cavelossim Salcete",17/02/2020,16/02/2025,206
1059,Goa,Salcette,5 Star,With Alcohol,"The Zuri White Sands, Goa, Resort and Casino (Unit of Silver Springs Pleasure Resorts Private Limited)","Plot No. 178-1 and 179-1, Pedda Varca, Salcette, Goa - 403721",6/1/2019,5/1/2024,154
1060,Gujarat,Ahmedabad,5 Star,With Alcohol,Courtyard by Marriott Ahmedabad (a unit of Pacifica Hotels (Ahmedabad Project) Pvt. Ltd.,"F. P. 86-2-6, Ramdev Nagar, Cross Roads, Near Satellite Police station",22/02/2022,21/02/2027,164
1061,Gujarat,Ahmedabad,5 Star,With Alcohol,Shiva Satya Hotels Pvt. Ltd. ,"Trading as ""CROWNE PLAZA AHMEDABAD CITY CENTRE"" Shapath-V, S.G.Road",7/1/2022,6/1/2027,200
1062,Gujarat,Anand,5 Star,With Alcohol,MADHUBHAN RESORT AND SPA,"ANAND SOJITRA ROAD , VALLABH VIDYANAGAR Anand",19/11/2022,18/11/2027,113
1063,Gujarat,Gandhinagar,5 Star,With Alcohol,GARUD The Leela hotel,above railway station sector 14 gandhinagar 382016,14/12/2021,13/12/2026,318
1064,Haryana,Gurgaon,5 Star,With Alcohol,Hyatt Regency Gurgaon,New Delhi NCR NH-8 Gurgaon ,9/1/2020,8/1/2025,451
1065,Haryana,Gurgaon,5 Star,With Alcohol,"LE MERIDIENGURGAON, DELHI NCR",M G ROAD SECTOR 26 DELHI GURGAON BORDER GURGAON 122002 Gurgaon,9/9/2022,8/9/2027,285
1066,Haryana,Gurgaon,5 Star,With Alcohol,"Taj City Centre, Gurugram","Plot No. 1, Sector 44, Gurugram",30/03/2020,29/03/2025,208
1067,Haryana,Gurgaon,5 Star,With Alcohol,The Leela Ambience Gurugram (Ambience Hotels and Resorts Pvt. Ltd.) ,"Ambience Island, Village Nathupur, NH 8, Gurugram, Haryana",18/02/2020,17/02/2025,412
1068,Haryana,Gurgaon,5 Star,With Alcohol,The Oberoi Gurgaon,"443, Udyog Vihar, Phase V, Gurgaon",1/4/2022,31/03/2027,202
1069,Haryana,Gurgaon,5 Star,With Alcohol,"Trident, Gurgaon","443, Udyog Vihar, Phase V, Gurgaon 122016",2/10/2019,1/10/2024,136
1070,Himachal Pradesh,Shimla*,5 Star,With Alcohol,Wildflower Hall,"Chharabra, Shimla-171012 Shimla*",7/10/2020,6/10/2025,85
1071,Jharkhand,Ranchi*,5 Star,With Alcohol,Radisson Blu Hotel Ranchi ,"Radisson Blu Hotel Ranchi, Main Road , Kadru Diversion",6/12/2021,5/12/2026,115
1072,Karnataka,Bangalore,5 Star,With Alcohol,Bengaluru Marriott Hotel Whitefield Unit Of Chalet Hotels Limited,"No 75, EPIP Area, Whitefield Bangalore",15/03/2019,14/03/2024,391
1073,Karnataka,Bangalore,5 Star,With Alcohol,Golden Palms Hotel Spa,"Golden Palms Hotel & Spa, No 31, 32 , Golden Palms Avenue, Nagarur Village , off Tumkur Road , Nelamangala , Bangalore - 562123",7/12/2022,6/12/2027,150
1074,Karnataka,Bangalore,5 Star,With Alcohol,Hotel Hilton(A Unit of prestige Hospitality Ventures Limited),Kensington Ulsoor Bangalore,7/11/2019,6/11/2024,285
1075,Karnataka,Bangalore,5 Star,With Alcohol,ITC GARDENIA,"NO.1, RESIDENCY ROAD Bangalore",7/12/2020,6/12/2025,292
1076,Karnataka,Bangalore,5 Star,With Alcohol,ITC Windsor,"No.25 , golf course road, Bangalore, Karnataka",7/1/2019,6/1/2024,240
1077,Karnataka,Bangalore,5 Star,With Alcohol,radisson blu bengaluru outer ring road,"90-4 Marathahalli, Outer Ring Road,",10/4/2019,9/4/2024,218
1078,Karnataka,Bangalore,5 Star,With Alcohol,Sheraton Grand Bangalore,"26- 1, Dr Rajkumar Road, Brigade Gateway, Malleswaram - Rajajinagar Bangalore",7/12/2022,6/12/2027,230
1079,Karnataka,Bangalore,5 Star,With Alcohol,SHERATON GRAND BENGALURU WHITEFIELD HOTEL CONVENTION CENTER,"Prestige Shantiniketan Hoodi, Whitefield",9/10/2019,8/10/2024,360
1080,Karnataka,Bangalore,5 Star,With Alcohol,"Taj MG Road, Bengaluru","413 , Mahatma Gandhi Road Bengaluru - 560 001, Karnataka. Bangalore",8/4/2021,7/4/2026,165
1081,Karnataka,Bangalore,5 Star,With Alcohol,"Taj West End, Bangalore",Race Course Road,22/07/2020,21/07/2025,117
1082,Karnataka,Bangalore,5 Star,With Alcohol,The Den Bengaluru,"ITPL Main Road, Whitefield",16/09/2022,15/09/2027,226
1083,Karnataka,Bangalore,5 Star,With Alcohol,THE INDIAN HOTELS COMPANY LIMITED ,"2275 TUMKUR ROAD, YESHWANTPUR, ",8/8/2018,7/8/2023,327
1084,Karnataka,Bangalore,5 Star,With Alcohol,The Leela Palace Bengaluru (Schloss Bangalore Private Limited),"23 Old Airport Road The Leela Palace Kodihalli Bangaluru Karnataka, 560008",8/8/2022,7/8/2027,357
1085,Karnataka,Bangalore,5 Star,With Alcohol,The Oberoi Bangalore,39 Mahatma Gandhi Road Banglore-560001 ,9/9/2022,8/9/2027,160
1086,Karnataka,Bangalore,5 Star,With Alcohol,"The Zuri Whitefield, Bengaluru (Unit of Zuri Hospitality Private Limited)","No. 244, Hoody Village, Rajapalaya, ITPL Road, Whitefield, Bengaluru - 560048",23/01/2020,22/01/2025,162
1087,Karnataka,Bangalore,5 Star,With Alcohol,Vivanta Bengaluru Whitefield,"Whitefield Main Road, ITPB, Whitefield Bangaluru",12/6/2020,11/6/2025,199
1088,Karnataka,Bangalore,5 Star,With Alcohol,Vivanta bt Taj-Yeshwantpur,"No. 2275, (Plot No.21724) Tumkur Road, Yeshwantpur ",8/8/2018,7/8/2023,327
1089,Karnataka,Mysore,5 Star,With Alcohol,Radisson Blu Plaza Hotel Mysore,1 MG Road,19/08/2019,18/08/2024,153
1090,Kerala,Ernakulam,5 Star,With Alcohol,Crowne Plaza Kochi,"Crowne Plaza Kochi , A Unit of KGA Hotels and Resorts Pvt Ltd, XI",15/01/2019,14/01/2024,269
1091,Kerala,Ernakulam,5 Star,With Alcohol,CROWNE PLAZA KOCHI,"KUNDANOOR JUNCTION,NH-47 BYPASS,MARADU, ERNAKULAM,KERALA",15/01/2019,14/01/2024,269
1092,Kerala,Ernakulam,5 Star,With Alcohol,KOCHI MARRIOTT HOTEL,"Lulu International Shopping Mall [P]Ltd. N.H.47, Edappally P.O.",16/07/2021,15/07/2026,274
1093,Kerala,Ernakulam,5 Star,With Alcohol,Le Meridien Kochi,"Maradu, Kochi - 682 304",8/3/2020,7/3/2025,223
1094,Kerala,Ernakulam,5 Star,With Alcohol,RAMADA LAKE RESORT AND SPA,"Kumbalam South, Kochi,",12/12/2019,11/12/2024,58
1095,Kerala,Kasaragod,5 Star,With Alcohol,"Khanna Hotels Pvt . Ltd., Unit: Taj Bekal Resort Spa, Kerala","BRDC Site No: 5 Kappil Beach, PO: Udma West Kasaragod, KERALA PIN: 671 319 ",25/07/2022,24/07/2027,77
1096,Kerala,Kasaragod,5 Star,With Alcohol,"The Lalit Resort and Spa, Bekal","Site no-6 of BRDC, Bevoori Uduma Padinhar, Uduma Panchayat, Kasaragod",24/12/2022,23/12/2027,38
1097,Kerala,Kochi,5 Star,With Alcohol,HOLIDAYINN COCHIN INDROYAL HOTELS PVT LTD,"331739 A,CHAKKARAPARAMBU JUNCTION, NATIONAL HIGHWAY BYPASS, VENNALA KOCHI Kochi",1/4/2022,31/03/2027,212
1098,Kerala,Kollam,5 Star,With Alcohol,The Raviz Resort and Spa Ashtamudi (Kollam Royal Park Hotel and Resorts Pvt. Ltd.),"The Raviz Resort and Spa Ahtamudi, The Raviz Kollam, Kollam Royal Park Hotel & Resorts Pvt. Ltd., Mathilil P.O. Kollam.",7/12/2022,6/12/2027,93
1099,Madhya Pradesh,Bhopal,5 Star,With Alcohol,Taj Lake Front Bhpal,"Link Road No. 3, Prempura, Bhadbhada Chouraha, Bhopal",8/8/2022,7/8/2027,152
1100,Madhya Pradesh,Indore,5 Star,With Alcohol,SHREE BALAJEE LANDMARK HOTELS PVT. LTD.,H-2 SCHEME NO 54 VIJAY NAGAR INDORE,2/11/2020,1/11/2025,218
1101,Madhya Pradesh,khajuraho,5 Star,With Alcohol,HOTEL CHANDELA,"JMK HOSPITALITY, HOTEL CHANDELA, KHAJURAHO, AIRPORT ROAD, KHAJURAHO",16/10/2022,15/10/2027,91
1102,Madhya Pradesh,khajuraho,5 Star,With Alcohol,the Lalit Temple View Khajuraho,The LaLiT Temple View Khajuraho Seva Gram,24/12/2022,23/12/2027,47
1103,Maharashtra,Lonavala,5 Star,With Alcohol,Hilton Shillim Estate Retreat Spa,"Writer Lifestyle Pvt. Ltd., Pawana Nagar, Taluka Maval, Shilimb, Maharashtra 410406 Phone: 02114 712 468",9/9/2022,8/9/2027,100
1104,Maharashtra,Mahabaleshwar,5 Star,With Alcohol,Le Meridien Mahabaleshwar Resort and Spa,"CTS NO. 211,212, Medha-Satara Road,",22/08/2022,21/08/2027,122
1105,Maharashtra,Mumbai,5 Star,With Alcohol,Chalet Hotels Pvt Ltd,"Four Points by Sheraton Navi Mumbai, Plot No. 39-1 6 to 15 Sector 30 A Vashi, Navi Mumbai,",31/12/2019,30/12/2024,118
1106,Maharashtra,Mumbai,5 Star,With Alcohol,Four Seasons Hotel - Mumbai (Provenance Land Private Ltd),"Plot No. 1-136, Dr E.Moses Road, Near Jijamata Nagar, Worli, Mumbai Mumbai Mumbai",15/07/2022,14/07/2027,202
1107,Maharashtra,Mumbai,5 Star,With Alcohol,Hilton Mumbai International Airport,"Sahar Airport Road, Andheri (East)",3/12/2018,2/12/2023,171
1108,Maharashtra,Mumbai,5 Star,With Alcohol,Hotel ITC Grand Central,"287, Babasaheb Ambedkar Road Parel Mumbai",1/4/2022,31/03/2027,242
1109,Maharashtra,Mumbai,5 Star,With Alcohol,Hotel Leelaventure Ltd,"The Leela, Sahar, Andheri East, Mumbai 400 059",9/3/2021,8/3/2026,390
1110,Maharashtra,Mumbai,5 Star,With Alcohol,Hyatt Regency Mumbai,"Sahar Airport Road,Andheri (East) Mumbai 400099",31/05/2019,30/05/2024,401
1111,Maharashtra,Mumbai,5 Star,With Alcohol,ITC Maratha,"Sahar Road, Andheri (East), Mumbai 400 099",13/07/2018,12/7/2023,380
1112,Maharashtra,Mumbai,5 Star,With Alcohol,JW MARRIOTT HOTEL,"JW MARRIOTT HOTEL, JUHU TARA ROAD, JUHU",7/12/2022,6/12/2027,355
1113,Maharashtra,MUMBAI,5 Star,With Alcohol,JW Marriott Hotel Mumbai Sahar,"Building No. 2, Plot bearing No. 1483 D of village Marol, Andheri East, Mumbai - 400099",12/6/2022,11/6/2027,588
1114,Maharashtra,MUMBAI,5 Star,With Alcohol,Novotel Mumbai Juhu Beach,"Balraj Sahani Marg, Juhu Beach, Juhu",30/11/2022,29/11/2027,203
1115,Maharashtra,Mumbai,5 Star,With Alcohol,Sahara Star,"Opp Domestic Airport, Off. Western Express Highway, Vile Parle(East) Mumbai - 400099",28/09/2018,27/09/2023,354
1116,Maharashtra,Mumbai,5 Star,With Alcohol,Taj Lands End,"B.J. Road Band Stand, Bandra (West) Mumbai",17/11/2022,16/11/2027,493
1117,Maharashtra,Mumbai,5 Star,With Alcohol,The Lalit Mumbai,"The Lalit Mumbai (An enterprise of Bharat Hotels Limited) Sahar Airport Road, Andheri (East) ",29/12/2020,28/12/2025,368
1118,Maharashtra,Mumbai,5 Star,With Alcohol,"The Oberoi, Mumbai",Nariman Point Mumbai Mumbai,27/11/2019,26/11/2024,287
1119,Maharashtra,Mumbai,5 Star,With Alcohol,"The Taj Mahal Palace, Mumbai","Apollo Bunder, Mumbai",17/04/2020,16/04/2025,543
1120,Maharashtra,Mumbai,5 Star,With Alcohol,The Westin Mumbai Garden City,"Oberoi Garden City, International Business Park, Off Western Express Highway, Goregaon (East) Mumbai",7/12/2022,6/12/2027,269
1121,Maharashtra,Mumbai,5 Star,With Alcohol,"Trident, Nariman Point",Nariman Point Mumbai,5/12/2019,4/12/2024,555
1122,Maharashtra,Pune,5 Star,With Alcohol,Hotel Conrad,"S.No.468, Hissa No. A of Pune City, C.T.S. No. 2F, Situated At 7-Mangaldas Road, Pune - 411001 Pune",1/4/2022,31/03/2027,351
1123,Maharashtra,Pune,5 Star,With Alcohol,Sheraton Grand,"100-101, RBM Road, Pune",30/11/2022,29/11/2027,177
1124,Maharashtra,Raigad,5 Star,With Alcohol,Novotel Imagica,"S.No. 70-2 Hotel Novotel Imagica, Beside Imagica Park, Village Vadwal, Tal- Khalapur, Khopoli Pali Raod. Dsi-Raigad ",18/02/2020,17/02/2025,287
1125,Odisha,Bhubaneswar*,5 Star,With Alcohol,Trident,"CB - 1, Nayapalli Bhubaneswar* Bhubaneswar*",11/12/2018,10/12/2023,62
1126,Punjab,Chandigarh,5 Star,With Alcohol,Taj Chandigarh,Unit: Taj GvK Hotels & Resorts Limited Block No. 9 Sector 17 A,16/01/2019,15/01/2024,149
1127,Punjab,Ludhiana,5 Star,With Alcohol,Hyatt Regency Ludhiana,"Plot No 4, Ferozepur Road, National Highway 95, Ludhiana - 141001",7/12/2022,6/12/2027,168
1128,Punjab,Ludhiana,5 Star,With Alcohol,Radisson Blu Hotel MBD Ludhiana,"Ferozepur Road, Ludhiana -141012",1/10/2019,30/09/2024,81
1129,Punjab,Mohali,5 Star,With Alcohol,The Oberoi Sukhvilas Spa Resort,"Pallanpur, P.O. Sailba Majri, New Chandigarh, Distt. S.A.S. Nagar, Mohali",9/3/2021,8/3/2026,60
1130,Rajasthan,Jaipur,5 Star,With Alcohol,Chokhi Dhani Resort,12 Miles Near Sitapura Tonk Road Jaipur,10/6/2019,9/6/2024,102
1131,Rajasthan,Jaipur,5 Star,With Alcohol,Hilton Hotel (Unit of Fruitful Buldicon Pvt. Ltd.),"8A, Kanota Bagh, Kastiya Lane, Takhte Shahi Road,",18/08/2022,17/08/2027,179
1132,Rajasthan,Jaipur,5 Star,With Alcohol,ITC Rajputana,Palace Road Jaipur Jaipur,17/04/2020,16/04/2025,218
1133,Rajasthan,Jaipur,5 Star,With Alcohol,"Rambagh Palace Hotel, Jaipur","Bhawani Singh Road, Jaipur",15/07/2018,14/07/2023,78
1134,Rajasthan,Jaipur,5 Star,With Alcohol,The Leela Palace (A Unit of Tulsi Palace Resorts Pvt Ltd),"KUKAS,AMER,JAIPUR Jaipur",11/1/2023,10/1/2028,200
1135,Rajasthan,Jaipur,5 Star,With Alcohol,The Oberoi Rajvilas,Goner Road Jaipur,28/11/2019,27/11/2024,71
1136,Rajasthan,Udaipur,5 Star,With Alcohol,Taj Lake Palace,"Post Box No. 5, Pichola Lake",19/11/2018,18/11/2023,83
1137,Tamil Nadu,Chennai*,5 Star,With Alcohol,EMPEE HOTELS LIMITED,"124-1&2 JAWAHARLAL NEHRU SALAI, EKKADUTHANGAL, CHENNAI - 600032",7/12/2022,6/12/2027,204
1138,Tamil Nadu,Chennai*,5 Star,With Alcohol,Hyatt Regency Chennai,"365, Anna Salai, Teynampet",7/12/2022,6/12/2027,327
1139,Tamil Nadu,Chennai*,5 Star,With Alcohol,ITC GRAND CHOLA,"NO. 63, MOUNT ROAD, GUINDY, CHENNAI",11/2/2021,10/2/2026,600
1140,Tamil Nadu,Chennai*,5 Star,With Alcohol,PARK HYATT - UNIT OF AMBATTUR HOTELS PVT LTD,39 VELACHERY ROAD GUINDY CHENNAI 32,18/12/2019,17/12/2024,198
1141,Tamil Nadu,Chennai*,5 Star,With Alcohol,The Westin Chennai Velachery,"No. 154, Velachery Main Road Velachery Chennai*",23/11/2018,22/11/2023,214
1142,Tamil Nadu,Chennai*,5 Star,With Alcohol,Turyaa Chennai,"1447, Rajiv Gandhi Salai, (OMR) Old Mahabalipuram Raod, Kottivakkam, Chennai 600041 Chennai*",1/4/2022,31/03/2027,140
1143,Tamil Nadu,Coimbatore,5 Star,With Alcohol,The Residency Towers ,"No. 1075-1076, Avinashi Road, Coimbatore-641 018.",15/10/2018,14/10/2023,135
1144,Telangana,Hyderabad,5 Star,With Alcohol,APEEJAY SURRENDRA PARK HOTELS LTD,"The Park Hotel, 22 Rajbhavan Road Somajiguda,",27/05/2019,26/05/2024,263
1145,Telangana,Hyderabad,5 Star,With Alcohol,Hotel Taj Krishna,"Road No.1, Banjara Hills, Hyderabad",11/9/2018,10/9/2023,261
1146,Telangana,Hyderabad,5 Star,With Alcohol,ITC Limited- ITC Kohenur,"Plot no. 5, Hyderabad Knowledge City, Raidurg, Near Madhapur, Oppo, Inorbit Mall, Hyderabad Hyderabad",25/04/2019,24/04/2024,271
1147,Telangana,Hyderabad,5 Star,With Alcohol,Park Hyatt Hyderabad,"Plot No 2&3, Sy No 403, H.No 8-2-12064201 to 4 & 8-2-1206431 to 3. Road No 2, Banjarahills, Hyderabad",11/9/2018,10/9/2023,102
1148,Telangana,Hyderabad,5 Star,With Alcohol,THE WESTIN HYDERABAD MINDSPACE UNIT OF CHALET HOTELS PRIVATE LIMITED,"Building No 15, Survey No 64 PART, APIIC Software Layout, K Raheja IT Park, Mindspace, Madhapur ",19/07/2018,18/07/2023,427
1149,Telangana,Hyderabad,5 Star,With Alcohol,TRIDENT HYDERABAD,"SURVEY NO.64, BESIDES SHILPAKALAVEDIKA, SHILPARAMAM, MADHAPUR, HYDERABAD-500081",15/10/2018,14/10/2023,323
1150,Uttar Pradesh,Agra,5 Star,With Alcohol,HOTEL CLARKS SHIRAZ,"54, TAJ ROAD, NEAR UP TOURISM OFFICE,AGRA ",15/09/2019,14/09/2024,237
1151,Uttar Pradesh,Agra,5 Star,With Alcohol,ITC Mughal,"Tajganj, fatehabad Road Agra Agra",9/9/2022,8/9/2027,233
1152,Uttar Pradesh,Agra,5 Star,With Alcohol,The Oberoi Amarvilas,Taj East Gate Road Agra Agra Agra,2/9/2020,1/9/2025,102
1153,Uttar Pradesh,Lucknow*,5 Star,With Alcohol,"Taj Mahal, Lucknow","Vipin Khand, Gomti Nagar",15/06/2020,14/06/2025,110
1154,Uttar Pradesh,Noida,5 Star,With Alcohol,JAYPEE GREENS GOLF & SPA RESORTS,"G BLOCK, SURAJPUR KASNA ROAD, GREATER NOIDA",1/4/2022,31/03/2027,170
1155,Uttar Pradesh,Varanasi,5 Star,With Alcohol,"Taj Ganges, Varanasi (A Unit of Benares Hotels Limited)",Nadesar Palace Grounds,4/8/2019,3/8/2024,130
1156,Uttarakhand,Dehradun,5 Star,With Alcohol,The Savoy,"Library Bazar, Gandhi Chowk, Mussoorie",19/08/2019,18/08/2024,50
1157,Uttarakhand,Mussoorie,5 Star,With Alcohol,Jaypee Residency Manor,"Barlowganj, Mussoorie, District - Dehradun, Uttrakhand Pin code - 248 122, India ",1/4/2022,31/03/2027,135
1158,Uttarakhand,Rishikesh,5 Star,With Alcohol,Taj Rishikesh Resort and Spa Uttarakhand ( a unit of Darrameks Hotels and Developers Pvt. Ltd. ),"Village Singthali, Tehsil Narendra Nagar, District Tehri Garhwal",26/10/2022,25/10/2027,79
1159,West Bengal,Kolkata,5 Star,With Alcohol,ITC LIMITED,"JBS HALDANE AVENUE, KOLKATA - 700 046",6/4/2020,5/4/2025,237
1160,West Bengal,Kolkata,5 Star,With Alcohol,ITC Royal Bengal,"1, JBS Haldane Avenue, Opposite Science City, Kolkata- 700046",6/1/2020,5/1/2025,316
1161,West Bengal,Kolkata,5 Star,With Alcohol,THE LALIT GREAT EASTERN HOTEL KOLKATA (APOLLO ZIPPER INDIA LTD),"18, HEMANTA BASU SARANI KOLKATA 700069",2/11/2020,1/11/2025,195
1162,West Bengal,Kolkata,5 Star,With Alcohol,The Oberoi Grand,15 Jawaharlal nehru road ,15/12/2020,14/12/2025,209
1163,West Bengal,Kolkata,5 Star,With Alcohol,The Park Kolkata,17 Park Street,18/07/2018,17/07/2023,149
1164,Andaman And Nicobar,Havelock Island,5 Star,Without Alcohol,Taj Exotica Resort and Spa Andamans,"Andamans Radhanagar Beach No. 7, Havelock Island",26/09/2018,25/09/2023,50
1165,Gujarat,Ahmedabad,5 Star,Without Alcohol,COURTYARD BY MARRIOTT AHMEDABAD SINDHU BHAVAN ROAD,"SURVEY NO 64/1, OPP. SINDHU BHABAN ROAD,OFF. S.G. HIGHWAY ROAD, BODAKDEV,AHMEDABAD,GUJARAT,380054",25/01/2022,24/01/2027,121
1166,Gujarat,Ahmedabad,5 Star,Without Alcohol,FORTUNE LANDMARK AHMEDABAD,FORTUNE LANDMARK UNIT OF WEST INN LIMITED USMANPURA CROSS ROADS ASHRAM ROAD AHMEDABAD,30/11/2022,29/11/2027,95
1167,Gujarat,Ahmedabad,5 Star,Without Alcohol,Fortune Select S.G. Highway Ahmedabad (A unit of West India Hospitality Limited),115-116 Plot No. 71 Nr. Sola Over Bridge Utopia School S G Highway Thaltej Ahmedabad 380054,30/03/2022,29/03/2027,96
1168,Gujarat,Ahmedabad,5 Star,Without Alcohol,HIRISE HOSPITALITY PRIVATE LIMITED,"1109, SAFAL PRELUDE, CORPORATE ROAD, PRAHLADNAGAR, AHMEDABAD-380015",24/07/2019,23/07/2024,173
1169,Gujarat,Ahmedabad,5 Star,Without Alcohol,HOTEL TAJ SKYLINE (A UNIT OF SANKALP IN),"FINAL PLOT NO 67-82 R.S.NO 722-799,SANKALP IN HOTEL SINDHU BHAWAN ROAD,BODAKDEV-380059 Ahmedabad",8/4/2021,7/4/2026,170
1170,Gujarat,Ahmedabad,5 Star,Without Alcohol,Hyatt Ahmedabad,"(A unit of The Ruchi Hospitality Pvt. Ltd.) Plot No. 216, Town Plan Scheme-1 Near Vastrapur Lake, Vastrapur Ahmedabad Ahmedabad",30/11/2022,29/11/2027,178
1171,Gujarat,Ahmedabad,5 Star,Without Alcohol,Hyatt Regency Ahmedabad,"Plot No.17A, Ashram Road, Usmanpura Ahmedabad",27/09/2022,26/09/2027,210
1172,Gujarat,Ahmedabad,5 Star,Without Alcohol,Pride Hotel ,"Judges Bungalow Road , S.G Road, Bodakdev, Ahmedabad-380054 Ahmedabad",22/12/2020,21/12/2025,164
1173,Gujarat,Ahmedabad,5 Star,Without Alcohol,Radisson Blu Ahmedabad,"Radisson BluNear Panchvati Cross Roads, Off C.G. Road, Ambawadi,",1/9/2020,31/08/2025,115
1174,Gujarat,Ahmedabad,5 Star,Without Alcohol,STAROTTEL,"15 ASHRAM ROAD, OLD WADAJ, AHMEDABAD - 380013",2/9/2019,1/9/2024,129
1175,Gujarat,Ahmedabad,5 Star,Without Alcohol,WEST INDIA RECREATION PROJECT PRIVATE LIMITED,"GIFT INTERNATIONAL CENTRE, Building ID No.- Block No. 38 Zone 3 Road Tapas Marg, Gujarat International Fiance Tech. (GIFT) City, Gujarat",30/03/2022,29/03/2027,98
1176,Gujarat,Dabhou,5 Star,Without Alcohol,CHAROTAR RESORT PRIVATE LIMITED,"Adjoining Dabhou Railway Station,Dabhou-Malataj Road,Dabhou-387210",29/07/2022,28/07/2027,64
1177,Gujarat,Dwarka,5 Star,Without Alcohol,The Fern Sattva Resort Dwarka,"At- Baradia, Dwarka - 361335",7/1/2022,6/1/2027,81
1178,Gujarat,Gandhinagar,5 Star,Without Alcohol,"Grand Mercure, GIFT City","GIFT City, Block No. 53, Building No. 53F, Zone 5, Road 5C, ",30/03/2020,29/03/2025,151
1179,Gujarat,Junagadh,5 Star,Without Alcohol,Leo Resort,"Near Girnar Darwaja, Taleti Road, JUNAGADH",1/11/2021,31/10/2026,58
1180,Gujarat,Junagadh,5 Star,Without Alcohol,Woods At Sasan by Thousand Island Hotels and Resorts Pvt. Ltd.,"Near Sangodra Crossing, Sasan Talala Road, Village Bhojde, Taluka Talala, Dist Gir Somnath ",4/9/2018,3/9/2023,38
1181,Gujarat,Nadiad,5 Star,Without Alcohol,BOULEVARD9 LUXURY RESORT SPA ( A UNIT OF HORIZON HOSPITALITY),"BOULEVARD9 LUXURY RESORT & SPA , PIJ CROSS NEAR NH-48 NADIAD",22/09/2021,21/09/2026,72
1182,Gujarat,Rajkot,5 Star,Without Alcohol,j p inn pvt ltd,rajkot Rajkot,15/12/2020,14/12/2025,77
